Project Name,File Name,Method Name,Start Line,End Line,Method Code,Documentation,Code With Doc,TokenID
pyload,__main__.py,is_already_running,98,152,"def is_already_running(pid_file):    pid = read_pid_file(pid_file)    if not pid:        return 0    if os.name == ""nt"":        ret = 0        import ctypes        import ctypes.wintypes        TH32CS_SNAPPROCESS = 2        INVALID_HANDLE_VALUE = -1        class PROCESSENTRY32(ctypes.Structure):            _fields_ = [('dwSize', ctypes.wintypes.DWORD),                        ('cntUsage', ctypes.wintypes.DWORD),                        ('th32ProcessID', ctypes.wintypes.DWORD),                        ('th32DefaultHeapID', ctypes.wintypes.LPVOID),                        ('th32ModuleID', ctypes.wintypes.DWORD),                        ('cntThreads', ctypes.wintypes.DWORD),                        ('th32ParentProcessID', ctypes.wintypes.DWORD),                        ('pcPriClassBase', ctypes.wintypes.LONG),                        ('dwFlags', ctypes.wintypes.DWORD),                        ('szExeFile', ctypes.c_char * 260)]        kernel32 = ctypes.windll.kernel32        process_info = PROCESSENTRY32()        process_info.dwSize = ctypes.sizeof(PROCESSENTRY32)        hProcessSnapshot = kernel32.CreateToolhelp32Snapshot(TH32CS_SNAPPROCESS, 0)        if hProcessSnapshot != INVALID_HANDLE_VALUE:            found = False            status = kernel32.Process32First(hProcessSnapshot , ctypes.pointer(process_info))            while status:                if process_info.th32ProcessID == pid:                    found = True                    break                status = kernel32.Process32Next(hProcessSnapshot, ctypes.pointer(process_info))            kernel32.CloseHandle(hProcessSnapshot)            if found and process_info.szExeFile.decode().lower() in (""python.exe"", ""pythonw.exe""):                ret = pid        else:            sys.stderr.write(""Unhandled error in CreateToolhelp32Snapshot: {}\n"".format(kernel32.GetLastError()))        return ret    else:        try:            os.kill(pid, 0)  # 0 - default signal (does nothing)        except Exception:            return 0        return pid",,"def is_already_running(pid_file):    pid = read_pid_file(pid_file)    if not pid:        return 0    if os.name == ""nt"":        ret = 0        import ctypes        import ctypes.wintypes        TH32CS_SNAPPROCESS = 2        INVALID_HANDLE_VALUE = -1        class PROCESSENTRY32(ctypes.Structure):            _fields_ = [('dwSize', ctypes.wintypes.DWORD),                        ('cntUsage', ctypes.wintypes.DWORD),                        ('th32ProcessID', ctypes.wintypes.DWORD),                        ('th32DefaultHeapID', ctypes.wintypes.LPVOID),                        ('th32ModuleID', ctypes.wintypes.DWORD),                        ('cntThreads', ctypes.wintypes.DWORD),                        ('th32ParentProcessID', ctypes.wintypes.DWORD),                        ('pcPriClassBase', ctypes.wintypes.LONG),                        ('dwFlags', ctypes.wintypes.DWORD),                        ('szExeFile', ctypes.c_char * 260)]        kernel32 = ctypes.windll.kernel32        process_info = PROCESSENTRY32()        process_info.dwSize = ctypes.sizeof(PROCESSENTRY32)        hProcessSnapshot = kernel32.CreateToolhelp32Snapshot(TH32CS_SNAPPROCESS, 0)        if hProcessSnapshot != INVALID_HANDLE_VALUE:            found = False            status = kernel32.Process32First(hProcessSnapshot , ctypes.pointer(process_info))            while status:                if process_info.th32ProcessID == pid:                    found = True                    break                status = kernel32.Process32Next(hProcessSnapshot, ctypes.pointer(process_info))            kernel32.CloseHandle(hProcessSnapshot)            if found and process_info.szExeFile.decode().lower() in (""python.exe"", ""pythonw.exe""):                ret = pid        else:            sys.stderr.write(""Unhandled error in CreateToolhelp32Snapshot: {}\n"".format(kernel32.GetLastError()))        return ret    else:        try:            os.kill(pid, 0)  # 0 - default signal (does nothing)        except Exception:            return 0        return pid",c73931aa-a7fb-48cc-9fc3-f7f57265d084
pyload,__main__.py,_parse_args,155,206,"def _parse_args(cmd_args):        parser = argparse.ArgumentParser(        description=DESCRIPTION, formatter_class=argparse.RawDescriptionHelpFormatter,    )    group = parser.add_mutually_exclusive_group()    parser.add_argument(        ""-d"", ""--debug"", action=""store_true"", help=""enable debug mode"", default=None    )    parser.add_argument(        ""-r"",        ""--reset"",        action=""store_true"",        help=""reset default username/password"",        default=None,    )    parser.add_argument(        ""--storagedir"",        help=""use this location to save downloads"",        default=None,    )    parser.add_argument(        ""--userdir"",        help=""use this location to store user data files"",        default=Core.DEFAULT_DATADIR,    )    parser.add_argument(        ""--tempdir"",        help=""use this location to store temporary files"",        default=Core.DEFAULT_TMPDIR,    )    parser.add_argument(        ""--pidfile"",        help=""set the full path to the pidfile"",        default=os.path.join(Core.DEFAULT_TMPDIR, ""pyload.pid""),    )    parser.add_argument(""--dry-run"", action=""store_true"", help=""test start-up and exit"", default=False)    parser.add_argument(""--daemon"", action=""store_true"", help=""run as daemon"")    parser.add_argument(""--quit"", action=""store_true"", help=""quit running pyLoad instance"", default=False)    parser.add_argument(""--status"", action=""store_true"", help=""display pid if running or 0"", default=False)    group.add_argument(""--version"", action=""version"", version=f""pyLoad {__version__}"")    return parser.parse_args(cmd_args)","Parse command line parameters.

Args:
  cmd_args ([str]): command line parameters as list of strings

Returns:
  :obj:`argparse.Namespace`: command line parameters namespace","def _parse_args(cmd_args):    """"""    Parse command line parameters.    Args:      cmd_args ([str]): command line parameters as list of strings    Returns:      :obj:`argparse.Namespace`: command line parameters namespace    """"""    parser = argparse.ArgumentParser(        description=DESCRIPTION, formatter_class=argparse.RawDescriptionHelpFormatter,    )    group = parser.add_mutually_exclusive_group()    parser.add_argument(        ""-d"", ""--debug"", action=""store_true"", help=""enable debug mode"", default=None    )    parser.add_argument(        ""-r"",        ""--reset"",        action=""store_true"",        help=""reset default username/password"",        default=None,    )    parser.add_argument(        ""--storagedir"",        help=""use this location to save downloads"",        default=None,    )    parser.add_argument(        ""--userdir"",        help=""use this location to store user data files"",        default=Core.DEFAULT_DATADIR,    )    parser.add_argument(        ""--tempdir"",        help=""use this location to store temporary files"",        default=Core.DEFAULT_TMPDIR,    )    parser.add_argument(        ""--pidfile"",        help=""set the full path to the pidfile"",        default=os.path.join(Core.DEFAULT_TMPDIR, ""pyload.pid""),    )    parser.add_argument(""--dry-run"", action=""store_true"", help=""test start-up and exit"", default=False)    parser.add_argument(""--daemon"", action=""store_true"", help=""run as daemon"")    parser.add_argument(""--quit"", action=""store_true"", help=""quit running pyLoad instance"", default=False)    parser.add_argument(""--status"", action=""store_true"", help=""display pid if running or 0"", default=False)    group.add_argument(""--version"", action=""version"", version=f""pyLoad {__version__}"")    return parser.parse_args(cmd_args)

Parse command line parameters.

Args:
  cmd_args ([str]): command line parameters as list of strings

Returns:
  :obj:`argparse.Namespace`: command line parameters namespace",b7f9ae06-6b09-4ff9-934f-ece0c5a30b79
pyload,__main__.py,run,209,244,"def run(core_args, daemon=False, pid_file=""""):    # change name to 'pyLoad'    # from .lib.rename_process import rename_process    # rename_process('pyLoad')    if pid_file:        pid = is_already_running(pid_file)        if pid:            sys.stderr.write(f""pyLoad already running with pid {pid}\n"")            if os.name == ""nt"":                sys.exit(70)            else:                sys.exit(os.EX_SOFTWARE)    if daemon:        if os.name == ""nt"":            sys.stderr.write(""Daemon is not supported under windows\n"")            sys.exit(70)  #: EX_SOFTWARE        else:            return _daemon(core_args, pid_file=pid_file)    else:        if pid_file:            write_pid_file(pid_file)            atexit.register(partial(delete_pid_file, pid_file))    pyload_core = Core(*core_args)    try:        pyload_core.start()    except KeyboardInterrupt:        pyload_core.log.info(pyload_core._(""Killed from terminal""))        pyload_core.terminate()        if os.name == ""nt"":            sys.exit(75)        else:            sys.exit(os.EX_TEMPFAIL)",,"def run(core_args, daemon=False, pid_file=""""):    # change name to 'pyLoad'    # from .lib.rename_process import rename_process    # rename_process('pyLoad')    if pid_file:        pid = is_already_running(pid_file)        if pid:            sys.stderr.write(f""pyLoad already running with pid {pid}\n"")            if os.name == ""nt"":                sys.exit(70)            else:                sys.exit(os.EX_SOFTWARE)    if daemon:        if os.name == ""nt"":            sys.stderr.write(""Daemon is not supported under windows\n"")            sys.exit(70)  #: EX_SOFTWARE        else:            return _daemon(core_args, pid_file=pid_file)    else:        if pid_file:            write_pid_file(pid_file)            atexit.register(partial(delete_pid_file, pid_file))    pyload_core = Core(*core_args)    try:        pyload_core.start()    except KeyboardInterrupt:        pyload_core.log.info(pyload_core._(""Killed from terminal""))        pyload_core.terminate()        if os.name == ""nt"":            sys.exit(75)        else:            sys.exit(os.EX_TEMPFAIL)",14bcce4b-d10a-4d1d-a9d2-82a85e8623fc
pyload,__main__.py,quit_instance,247,279,"def quit_instance(pid_file):    if not pid_file:        sys.stderr.write(""Cannot quit without pidfile.\n"")        return    if os.name == ""nt"":        sys.stderr.write(""Not supported on windows.\n"")        return    pid = is_already_running(pid_file)    if not pid:        sys.stderr.write(""No pyLoad running.\n"")        return    try:        os.kill(pid, 3)  #: SIGQUIT        t = time.time()        sys.stdout.write(""waiting for pyLoad to quit\n"")        while os.path.exists(pid_file) and t + 10 > time.time():            time.sleep(0.25)        if not os.path.exists(pid_file):            sys.stdout.write(""pyLoad successfully stopped\n"")        else:            os.kill(pid, 9)  #: SIGKILL            sys.stderr.write(""pyLoad did not respond\n"")            sys.stderr.write(f""Kill signal was send to process with id {pid}\n"")    except Exception as exc:        sys.stderr.write(""Error quitting pyLoad\n"")",,"def quit_instance(pid_file):    if not pid_file:        sys.stderr.write(""Cannot quit without pidfile.\n"")        return    if os.name == ""nt"":        sys.stderr.write(""Not supported on windows.\n"")        return    pid = is_already_running(pid_file)    if not pid:        sys.stderr.write(""No pyLoad running.\n"")        return    try:        os.kill(pid, 3)  #: SIGQUIT        t = time.time()        sys.stdout.write(""waiting for pyLoad to quit\n"")        while os.path.exists(pid_file) and t + 10 > time.time():            time.sleep(0.25)        if not os.path.exists(pid_file):            sys.stdout.write(""pyLoad successfully stopped\n"")        else:            os.kill(pid, 9)  #: SIGKILL            sys.stderr.write(""pyLoad did not respond\n"")            sys.stderr.write(f""Kill signal was send to process with id {pid}\n"")    except Exception as exc:        sys.stderr.write(""Error quitting pyLoad\n"")",5ae91c1c-eae5-4d3a-8a7c-c7d1616f8a78
pyload,__main__.py,main,282,292,"def main(cmd_args=sys.argv[1:]):        args = _parse_args(cmd_args)    core_args = (args.userdir, args.tempdir, args.storagedir, args.debug, args.reset, args.dry_run)    if args.quit:        quit_instance(args.pidfile)    else:        run(core_args, args.daemon, args.pidfile)",Entry point for console_scripts.,"def main(cmd_args=sys.argv[1:]):    """"""    Entry point for console_scripts.    """"""    args = _parse_args(cmd_args)    core_args = (args.userdir, args.tempdir, args.storagedir, args.debug, args.reset, args.dry_run)    if args.quit:        quit_instance(args.pidfile)    else:        run(core_args, args.daemon, args.pidfile)

Entry point for console_scripts.",276d6e31-bc00-4cec-9764-d1a57e436af2
core,log_factory.py,__init__,44,47,"def __init__(self, core):        self.pyload = core        self._ = core._        self.loggers = {}",,"def __init__(self, core):        self.pyload = core        self._ = core._        self.loggers = {}",7886dfee-2c72-4715-b341-2509d2b9571b
core,log_factory.py,init_logger,49,53,"def init_logger(self, name):        logger = logging.getLogger(name)        self.loggers[name] = logger        self._init_logger(logger)        return logger",,"def init_logger(self, name):        logger = logging.getLogger(name)        self.loggers[name] = logger        self._init_logger(logger)        return logger",1cd7ab02-4b5e-4af2-ab79-d58699176438
core,log_factory.py,_init_logger,55,68,"def _init_logger(self, logger):        console = self.pyload.config.get(""log"", ""console"")        syslog = self.pyload.config.get(""log"", ""syslog"")        filelog = self.pyload.config.get(""log"", ""filelog"")        level = logging.DEBUG if self.pyload.debug else logging.INFO        logger.setLevel(level)        if console:            self._init_console_handler(logger)        if syslog:            self._init_syslog_handler(logger)        if filelog:            self._init_filelog_handler(logger)",,"def _init_logger(self, logger):        console = self.pyload.config.get(""log"", ""console"")        syslog = self.pyload.config.get(""log"", ""syslog"")        filelog = self.pyload.config.get(""log"", ""filelog"")        level = logging.DEBUG if self.pyload.debug else logging.INFO        logger.setLevel(level)        if console:            self._init_console_handler(logger)        if syslog:            self._init_syslog_handler(logger)        if filelog:            self._init_filelog_handler(logger)",bd945e3f-ac2b-4c92-b52c-08b6183a5b23
core,log_factory.py,get_logger,70,71,"def get_logger(self, name):        return self.loggers.get(name, self.init_logger(name))",,"def get_logger(self, name):        return self.loggers.get(name, self.init_logger(name))",d36c5107-2721-4c6f-af88-1e973a80def9
core,log_factory.py,remove_logger,73,77,"def remove_logger(self, name):        logger = self.loggers.pop(name)        if not logger:            return        self._removeHandlers(logger)",,"def remove_logger(self, name):        logger = self.loggers.pop(name)        if not logger:            return        self._removeHandlers(logger)",c0f5e234-5377-462e-bc08-9394a3d851b8
core,log_factory.py,reset_logger,79,83,"def reset_logger(self, name):        logger = self.loggers.get(name)        if not logger:            return        self._init_logger(logger)",,"def reset_logger(self, name):        logger = self.loggers.get(name)        if not logger:            return        self._init_logger(logger)",a2f6d002-645e-46a0-aaf0-116c3e5964f5
core,log_factory.py,_removeHandlers,85,88,"def _removeHandlers(self, logger):        for handler in logger.handlers:            with closing(handler) as hdlr:                logger.removeHandler(hdlr)",,"def _removeHandlers(self, logger):        for handler in logger.handlers:            with closing(handler) as hdlr:                logger.removeHandler(hdlr)",f440c809-aa19-4c74-a78f-db74eff5868c
core,log_factory.py,shutdown,90,93,def shutdown(self):        for logger in self.loggers.values():            self._removeHandlers(logger)        self.loggers.clear(),,def shutdown(self):        for logger in self.loggers.values():            self._removeHandlers(logger)        self.loggers.clear(),79651fc4-f8fd-4e13-aec3-3dc982adeffd
core,log_factory.py,_init_console_handler,95,114,"def _init_console_handler(self, logger):        color = self.pyload.config.get(""log"", ""console_color"") and colorlog        if color:            consoleform = colorlog.ColoredFormatter(                self.LINEFORMAT_COLORED,                datefmt=self.DATEFORMAT,                log_colors=self.PRIMARY_COLORS,                secondary_log_colors=self.SECONDARY_COLORS,                style=self.LINESTYLE,            )        else:            consoleform = logging.Formatter(                self.LINEFORMAT, self.DATEFORMAT, self.LINESTYLE            )        consolehdlr = logging.StreamHandler(sys.stdout)        consolehdlr.setFormatter(consoleform)        logger.addHandler(consolehdlr)",,"def _init_console_handler(self, logger):        color = self.pyload.config.get(""log"", ""console_color"") and colorlog        if color:            consoleform = colorlog.ColoredFormatter(                self.LINEFORMAT_COLORED,                datefmt=self.DATEFORMAT,                log_colors=self.PRIMARY_COLORS,                secondary_log_colors=self.SECONDARY_COLORS,                style=self.LINESTYLE,            )        else:            consoleform = logging.Formatter(                self.LINEFORMAT, self.DATEFORMAT, self.LINESTYLE            )        consolehdlr = logging.StreamHandler(sys.stdout)        consolehdlr.setFormatter(consoleform)        logger.addHandler(consolehdlr)",4e1d2aa1-1fcb-4639-847c-572fde9ebd44
core,log_factory.py,_init_syslog_handler,116,145,"def _init_syslog_handler(self, logger):        # try to mimic to normal syslog messages        fmt = ""{asctime} {name}: {message}""        datefmt = ""%b %e %H:%M:%S""        syslog_form = logging.Formatter(fmt, datefmt, self.LINESTYLE)        syslog_addr = None        location = self.pyload.config.get(""log"", ""syslog_location"")        if location == ""remote"":            host = self.pyload.config.get(""log"", ""syslog_host"")            port = self.pyload.config.get(""log"", ""syslog_port"")            syslog_addr = (host, port)        else:            folder = self.pyload.config.get(""log"", ""syslog_folder"")            if folder:                syslog_addr = folder            elif sys.platform == ""darwin"":                syslog_addr = ""/var/run/syslog""            elif os.name == ""nt"":                # TODO: Recheck                syslog_addr = os.path.join(self.pyload.userdir, ""logs"", ""syslog"")            else:                syslog_addr = ""/dev/log""            os.makedirs(syslog_addr, exist_ok=True)        sysloghdlr = logging.handlers.SysLogHandler(syslog_addr)        sysloghdlr.setFormatter(syslog_form)        logger.addHandler(sysloghdlr)",,"def _init_syslog_handler(self, logger):        # try to mimic to normal syslog messages        fmt = ""{asctime} {name}: {message}""        datefmt = ""%b %e %H:%M:%S""        syslog_form = logging.Formatter(fmt, datefmt, self.LINESTYLE)        syslog_addr = None        location = self.pyload.config.get(""log"", ""syslog_location"")        if location == ""remote"":            host = self.pyload.config.get(""log"", ""syslog_host"")            port = self.pyload.config.get(""log"", ""syslog_port"")            syslog_addr = (host, port)        else:            folder = self.pyload.config.get(""log"", ""syslog_folder"")            if folder:                syslog_addr = folder            elif sys.platform == ""darwin"":                syslog_addr = ""/var/run/syslog""            elif os.name == ""nt"":                # TODO: Recheck                syslog_addr = os.path.join(self.pyload.userdir, ""logs"", ""syslog"")            else:                syslog_addr = ""/dev/log""            os.makedirs(syslog_addr, exist_ok=True)        sysloghdlr = logging.handlers.SysLogHandler(syslog_addr)        sysloghdlr.setFormatter(syslog_form)        logger.addHandler(sysloghdlr)",250c87ea-3d6e-4560-9c64-996417ba6640
core,log_factory.py,_init_filelog_handler,147,177,"def _init_filelog_handler(self, logger):        filename = logger.name + self.FILE_EXTENSION        filelog_folder = self.pyload.config.get(""log"", ""filelog_folder"")        if not filelog_folder:            filelog_folder = os.path.join(self.pyload.userdir, ""logs"")        os.makedirs(filelog_folder, exist_ok=True)        filelog_form = logging.Formatter(            self.LINEFORMAT, self.DATEFORMAT, self.LINESTYLE        )        filelog_path = os.path.join(filelog_folder, filename)        encoding = locale.getpreferredencoding(do_setlocale=False)        if self.pyload.config.get(""log"", ""filelog_rotate""):            max_size = self.pyload.config.get(""log"", ""filelog_size"") << 10            max_entries = self.pyload.config.get(""log"", ""filelog_entries"")            filehdlr = logging.handlers.RotatingFileHandler(                filelog_path,                maxBytes=max_size,                backupCount=max_entries,                encoding=encoding,            )        else:            filehdlr = logging.FileHandler(filelog_path, encoding=encoding)        filehdlr.setFormatter(filelog_form)        logger.addHandler(filehdlr)",,"def _init_filelog_handler(self, logger):        filename = logger.name + self.FILE_EXTENSION        filelog_folder = self.pyload.config.get(""log"", ""filelog_folder"")        if not filelog_folder:            filelog_folder = os.path.join(self.pyload.userdir, ""logs"")        os.makedirs(filelog_folder, exist_ok=True)        filelog_form = logging.Formatter(            self.LINEFORMAT, self.DATEFORMAT, self.LINESTYLE        )        filelog_path = os.path.join(filelog_folder, filename)        encoding = locale.getpreferredencoding(do_setlocale=False)        if self.pyload.config.get(""log"", ""filelog_rotate""):            max_size = self.pyload.config.get(""log"", ""filelog_size"") << 10            max_entries = self.pyload.config.get(""log"", ""filelog_entries"")            filehdlr = logging.handlers.RotatingFileHandler(                filelog_path,                maxBytes=max_size,                backupCount=max_entries,                encoding=encoding,            )        else:            filehdlr = logging.FileHandler(filelog_path, encoding=encoding)        filehdlr.setFormatter(filelog_form)        logger.addHandler(filehdlr)",a03fdb46-76ef-4ae5-899f-b318d6f203c3
core,scheduler.py,__init__,17,19,def __init__(self):        self.call = []        self.result = (),,def __init__(self):        self.call = []        self.result = (),a422e8ab-628f-4288-9165-fc2d6882dd3b
core,scheduler.py,add_callback,21,22,"def add_callback(self, f, *cargs, **ckwargs):        self.call.append((f, cargs, ckwargs))",,"def add_callback(self, f, *cargs, **ckwargs):        self.call.append((f, cargs, ckwargs))",9e1856b5-42da-455c-aa3c-36f5c6498b41
core,scheduler.py,callback,24,31,"def callback(self, *args, **kwargs):        if self.result:            raise AlreadyCalled        self.result = (args, kwargs)        for f, cargs, ckwargs in self.call:            args += tuple(cargs)            kwargs.update(ckwargs)            f(*args ** kwargs)",,"def callback(self, *args, **kwargs):        if self.result:            raise AlreadyCalled        self.result = (args, kwargs)        for f, cargs, ckwargs in self.call:            args += tuple(cargs)            kwargs.update(ckwargs)            f(*args ** kwargs)",19adc244-a445-4231-a7c5-eefe773cdcd7
core,scheduler.py,__init__,35,38,"def __init__(self, core):        self.pyload = core        self._ = core._        self.queue = PriorityQueue()",,"def __init__(self, core):        self.pyload = core        self._ = core._        self.queue = PriorityQueue()",447e6e56-61cf-4b18-950a-28080e39cdf8
core,scheduler.py,add_job,40,45,"def add_job(self, t, call, args=[], kwargs={}, threaded=True):        d = Deferred()        t += time.time()        j = Job(t, call, args, kwargs, d, threaded)        self.queue.put((t, j))        return d",,"def add_job(self, t, call, args=[], kwargs={}, threaded=True):        d = Deferred()        t += time.time()        j = Job(t, call, args, kwargs, d, threaded)        self.queue.put((t, j))        return d",a7fb4ba4-24ea-440a-8281-ad6865114f7b
core,scheduler.py,remove_job,47,62,"def remove_job(self, d):                index = -1        for i, j in enumerate(self.queue):            if j[1].deferred == d:                index = i        if index >= 0:            del self.queue[index]            return True        return False",":param d: deferred object
:return: if job was deleted","def remove_job(self, d):        """"""        :param d: deferred object        :return: if job was deleted        """"""        index = -1        for i, j in enumerate(self.queue):            if j[1].deferred == d:                index = i        if index >= 0:            del self.queue[index]            return True        return False

:param d: deferred object
:return: if job was deleted",61679f99-6d8a-4f99-b140-546903ae593c
core,scheduler.py,run,64,74,"def run(self):        while True:            t, j = self.queue.get()            if not j:                break            else:                if t <= time.time():                    j.start()                else:                    self.queue.put((t, j))                    break",,"def run(self):        while True:            t, j = self.queue.get()            if not j:                break            else:                if t <= time.time():                    j.start()                else:                    self.queue.put((t, j))                    break",15fcb0a0-135d-4c36-8c48-f0f2eabc697f
